#OTUID	KOSMOS.D1.MPBS	KOSMOS.D15.MPAS	KOSMOS.D24.MPAS	KOSMOS.D32.MPAS	KOSMOS.D36.MPAS	KOSMOS.D42.MPAS	KOSMOS.D48.MPAS	KOSMOS.D8.MPAS
D_3__Desulfuromonadales_D_4__Desulfuromonadaceae$15a049e0bc3e876daf87f5497a779162	0	0	0	0	0	0	0	3
D_3__Victivallales_D_4__BD2-3$15b2f607fe1936cd7c006baeb9415bf4	0	0	0	0	0	0	0	3
1631e2833ba2373ba26498dbfdba3716$Unassigned	0	3	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$16467197957ef4bacba69f92d639c3a1	0	0	0	0	0	3	0	0
D_3__Clostridiales_D_4__Ruminococcaceae$16bc690877d4894117b647bb3d01a926	0	3	0	0	0	0	0	0
19423019e3854d716b3b94a9e3235598$Unassigned	0	0	0	3	0	0	0	0
19564c39c2340cd889c20fc1548d3162$Unassigned	0	0	3	0	0	0	0	0
198aa326471e3a72c200b6a3a5a384c5$Unassigned	0	0	0	3	0	0	0	0
19c90537ea4671a2a6622ee0a2d40cb8$Unassigned	0	0	3	0	0	0	0	0
1a8d9e9e42f37ade6cae3e59e59050a7$Unassigned	0	3	0	0	0	0	0	0
D_3__marine_metagenome_D_4__marine_metagenome$1acefb0e6e33b2542e9e46eaa6daba55	0	0	0	0	0	0	0	3
1bb580428c63a938ea031309eb7d85fe$Unassigned	0	0	0	0	0	0	0	3
1dec39143031ea3d38a70ec186e52215$Unassigned	0	0	0	0	3	0	0	0
1e97f56c25dbb704f53106a907115d43$Unassigned	0	0	0	0	3	0	0	0
D_3__SAR11_clade_D_4__Clade_I$1ed7a6d10408d323fcb9298453e7eb62	0	0	0	0	0	0	3	0
1ef8065ca9b21dc226efb292174f7e23$Unassigned	0	0	0	3	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$1fa13e1953422998329f382f8f606e83	0	3	0	0	0	0	0	0
2015e63f8f70c0e0737c15232ad9fe02$Unassigned	0	3	0	0	0	0	0	0
204a915569eb467e79f3f7e602cdb382$Unassigned	3	0	0	0	0	0	0	0
2074062c8b7b36718154eca1d86b1b8e$Unassigned	0	0	0	0	0	0	3	0
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$207ffa5af266d874108330e11e23c129	0	0	0	0	3	0	0	0
21b36f4d31d0c1ee8478d2d7549f07c8$Unassigned	0	0	3	0	0	0	0	0
22459ce2263bf8ff5143400fba54ba5b$Unassigned	0	0	0	0	0	0	0	3
229413b520cd9aa08d643d20c5c3b923$Unassigned	0	0	0	0	3	0	0	0
$2354ea5313b3f42a31afba933ea0cf5d	0	0	0	0	0	3	0	0
2495612cab4bcea79d48db3ea2afd2f7$Unassigned	0	0	0	0	0	0	0	3
262640a55c3e2ba5f1af36975621371f$Unassigned	3	0	0	0	0	0	0	0
D_3__Sneathiellales_D_4__Sneathiellaceae$26c11ce5601ef3474d1873887ad45bd7	0	0	0	3	0	0	0	0
D_3__Verrucomicrobiales_D_4__DEV007$27c6dd2965fe97357df9c72ce8a5ccc5	0	0	0	0	0	3	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$2af96769b8201e045da728c3829c50a0	0	0	0	0	0	0	0	3
2b2532648ad55ff454cbbe79bae4486f$Unassigned	0	0	0	0	3	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$2be7f47a908e3156cf1d79a565c451e3	0	0	0	0	0	3	0	0
D_3__Synergistales_D_4__Synergistaceae$2bfe06013b339dc7eada36758bf4ded7	0	3	0	0	0	0	0	0
D_3__uncultured_D_4__uncultured_bacterium$2d2cbb01c34f28e7a045f4a116701bb7	0	0	0	3	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$2de9ed305eab6b53d7d18a81b14a67dd	0	0	0	0	0	0	3	0
D_3__Microtrichales_D_4__Microtrichaceae$2dfbcaa754f1e8400a2766069ab160ec	0	0	0	0	0	0	3	0
2e9388b93dc26c200a48d4d050f4a230$Unassigned	0	0	0	3	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$2fdafef0d8ca56f003d464207e6eceab	0	3	0	0	0	0	0	0
D_3__Betaproteobacteriales$32262727d0c6ac27f514c39d683ff1ab	0	0	3	0	0	0	0	0
D_3__Diplorickettsiales_D_4__Diplorickettsiaceae$323f197f084f5a00bbfdfa58295916b8	0	0	0	3	0	0	0	0
D_3__Ignavibacteriales_D_4__Melioribacteraceae$32de5b5df9b2e7f13c8ae932241bf8ce	0	0	0	0	0	3	0	0
333f89a90002ba6152f4f6ba1a314e13$Unassigned	0	3	0	0	0	0	0	0
34b81180c3de12189669a3583e7778c5$Unassigned	0	0	0	0	3	0	0	0
D_3__Chitinophagales_D_4__Chitinophagaceae$3583e8543b6e1ac8c3c104232976f37a	0	0	0	0	0	0	3	0
35a2b642953523c89a51b6d2f9239f0c$Unassigned	0	0	0	0	0	3	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$37ad6e362427d532a9377f0be19374ec	0	0	3	0	0	0	0	0
39b0c995f86803e233da2b1a8a649858$39b0c995f86803e233da2b1a8a649858	0	0	0	0	0	3	0	0
3a0fcbbb2ad2514a25db5d124dce11c9$Unassigned	3	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$3a112453c518e54cfb3ea8f6eb4c1188	0	0	3	0	0	0	0	0
D_3__Oligoflexales_D_4__Oligoflexaceae$3b8891c9dd520b1dfb59d99f02d220c3	0	0	0	0	0	0	3	0
D_3__Candidatus_Wolfebacteria$3ba94ec507ffe854f17a20fd424fcac9	0	0	3	0	0	0	0	0
3c69409954db2863723832407eb6c16a$Unassigned	0	3	0	0	0	0	0	0
3d4ef642e6e8ea4013ebd69e5a9da5e8$Unassigned	0	0	0	0	0	0	3	0
3d8ca3fb7cb8169abe94f1674a8beef6$Unassigned	0	0	0	3	0	0	0	0
3dd9453476480ca681f90ea5200c68c7$Unassigned	0	0	0	0	3	0	0	0
4066e90e3c8dc131a6fe2bfe51495a21$Unassigned	3	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$422aaf61952901c19068a4b586b60314	0	0	0	0	3	0	0	0
432d8bbe8da2878834ab6dca3c7e915b$Unassigned	0	3	0	0	0	0	0	0
$435f36f0ca8e3afce629c67c14130dcc	3	0	0	0	0	0	0	0
D_3__Candidatus_Peregrinibacteria$43fbc22292cea5888f135f1b1b9f36ca	0	3	0	0	0	0	0	0
4445eb391042755c80ba0c3299c407a5$Unassigned	0	3	0	0	0	0	0	0
D_3__PB19_D_4__metagenome$451e8d2b1cf3928414c31f95285759d7	0	0	0	3	0	0	0	0
47fb629ffab4a3f61753ac49950586be$Unassigned	0	0	3	0	0	0	0	0
D_3__Alteromonadales_D_4__Psychromonadaceae$4acd4cd045155032b71ed6d3676a3174	0	3	0	0	0	0	0	0
D_3__Lactobacillales_D_4__Streptococcaceae$4b0d7312f6c6441b06c78ebe7dde8db7	0	0	0	0	0	3	0	0
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$4b982e7b8625ecee5e45d2513116e54d	0	0	0	0	0	3	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$4bd24bf6b59fd83e9cbfef481c459837	0	0	0	3	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$4d5ba12bac586ccdf65c0b00395bdcbd	0	0	0	0	0	0	0	3
D_3__Clostridiales_D_4__Family_XIII$4dce47e9d4450cdf55bb458d75326b93	0	3	0	0	0	0	0	0
4fc087e369794211e4aba46b8a69bc76$Unassigned	0	0	0	0	0	3	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$508901fc03aedf50cf20fb34e1f6044f	0	0	0	0	3	0	0	0
D_3__Caulobacterales_D_4__Parvularculaceae$513876da9015e823aa1c2fb8970106de	0	0	3	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$519d516272793e80a928ce9ce325b773	0	3	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$524bb36522186673f775e6fe1ca2828d	0	0	0	3	0	0	0	0
5271cec0285b73550a70d7c0d689a7d1$Unassigned	0	0	3	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$5296cdc9ebe23455ff5a68136a56c845	0	0	0	0	0	0	0	3
D_3__PB19$53a7c6f1c65a7394cbb0761945c9614a	0	3	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$54a3884b27afdb52183afac1b242ef6e	0	0	0	3	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$55535456722b2a2fdeae6a75b40f1ff8	3	0	0	0	0	0	0	0
555fb01cc759cfacae9fb83f1416e8b9$Unassigned	0	3	0	0	0	0	0	0
D_3__Steroidobacterales_D_4__Woeseiaceae$55f1c4642eb9c9b57eb613fdc0b2f3a9	0	0	3	0	0	0	0	0
574e8751f1772d253f8cdb8c3a4c1e7b$Unassigned	0	0	3	0	0	0	0	0
57a6807ceb3cc30f2a84d1565101adc1$Unassigned	0	0	0	0	3	0	0	0
D_3__Spirochaetales_D_4__Spirochaetaceae$583b818c2d2f4bdbf4a9d8b688e1b7a7	0	0	0	0	3	0	0	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$583ebf9b0655405647afd3be5585d0eb	0	3	0	0	0	0	0	0
D_3__Corynebacteriales_D_4__Nocardiaceae$586c9ce15a9431859c930a10bbe204f4	0	3	0	0	0	0	0	0
5a6af324f77c7bd43e93e3a0032e3f5b$Unassigned	0	0	0	0	3	0	0	0
5b6e300c6a6ccf33bd2b24bd08160fad$Unassigned	0	3	0	0	0	0	0	0
D_3__Azospirillales_D_4__uncultured$5b8c6cfa441a128a11c911c88de84dff	0	0	0	3	0	0	0	0
5bc476d3e6ae6b06fd5359e7cc6274d0$Unassigned	0	3	0	0	0	0	0	0
5bf554821675411719168925102a4a2b$Unassigned	0	0	0	0	3	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$5ca599565229e4716741143af897c3b6	0	0	0	3	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$5ef841ca26c9dc7bc701b0da07f9297e	0	3	0	0	0	0	0	0
5fdb6176f9d2bc790b75b4173c4ec844$Unassigned	0	3	0	0	0	0	0	0
D_3__Caldilineales_D_4__Caldilineaceae$601ee06e4797c83f4e8a9fb711e7157b	0	0	0	0	0	3	0	0
602d6e6a367e9e4922b24ca0b5bdb289$Unassigned	0	0	0	0	0	3	0	0
6043652a8af0c0580f76eb110d570a5d$Unassigned	0	0	0	0	0	3	0	0
D_3__Desulfarculales_D_4__Desulfarculaceae$608543f31cdc629a7204ad3e76ced72c	0	0	0	0	0	0	0	3
60d2333001d20f5b3bb32e1b7300a1eb$Unassigned	0	0	0	3	0	0	0	0
D_3__Desulfuromonadales_D_4__Sva1033$619b6f18050cb4aa3aa390b48d985598	0	0	0	0	3	0	0	0
D_3__OM182_clade_D_4__uncultured_gamma_proteobacterium$61aa95af252c0684e8717f6f5de76ba8	0	0	0	0	0	0	3	0
D_3__Chitinophagales_D_4__Saprospiraceae$6250cd1b23584a7c872c9e8034424126	0	0	3	0	0	0	0	0
62bee68b99ed0acae72592c3b6e2fd03$Unassigned	0	0	0	0	3	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$62d5f854fd1ff66a2f2bdcaed82088d2	0	3	0	0	0	0	0	0
D_3__Fusobacteriales_D_4__Fusobacteriaceae$63ae98c2d5511aaa35a20f05b26ec84f	0	0	0	0	0	3	0	0
640bf2f5aa2077ec9e3c8ff13d921caf$Unassigned	0	3	0	0	0	0	0	0
6584c705221a000a77c4e2f5a5506e82$Unassigned	0	0	0	3	0	0	0	0
66856b6d14acc24ebbfef9ed78f5b282$Unassigned	0	0	0	0	3	0	0	0
67503dddcc56cb560cc9fe9063a28e18$Unassigned	0	0	0	0	0	0	3	0
676dd5667ed42b73f70e28998a67bc96$Unassigned	0	0	0	0	3	0	0	0
D_3__Saccharimonadales$67995c1e4b528a0535e41730281238c0	0	0	0	0	0	3	0	0
67a4a45391d32152e27690985cb435f8$Unassigned	0	0	0	0	3	0	0	0
D_3__PB19_D_4__uncultured_delta_proteobacterium$67daf0d0558af7ab9d2507a106d392c3	0	0	0	0	0	3	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$68b8fa846976482d1cc524691bed5c3a	0	0	0	0	0	0	3	0
$69bf5472dada9965aeca540f7aca4adc	0	0	0	0	0	0	0	3
D_3__Caulobacterales_D_4__Hyphomonadaceae$69c18e0b44274289dcca1dd27479f43d	0	3	0	0	0	0	0	0
$6bc2be34b6eff18d87962b6e6a6344d1	0	0	0	0	0	3	0	0
6d558abee505ee53cf9285711f1647b9$Unassigned	0	0	0	0	0	0	3	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$6e9f4dd3d54af71cce72dc7953b1bf7e	3	0	0	0	0	0	0	0
D_3__uncultured$708ce57aa7c8baef5278c8be4104a8da	0	0	0	0	0	0	3	0
D_3__Bacteroidales_D_4__Marinifilaceae$70fe44366ffd4e7947e548733d8fc80b	0	0	0	3	0	0	0	0
718ee0c0452dc646faa698073ef156f0$Unassigned	0	0	0	0	0	0	0	3
D_3__Rhizobiales_D_4__Rhodobiaceae$71afebc3598bf3563d139b7a3fcc1140	0	0	0	0	0	3	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$71cf4c88fedf28fb85044a3a22fbdee0	0	3	0	0	0	0	0	0
71eabc4408fc0f9afffe4c9314c19a59$Unassigned	0	3	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$732aa8564f623931e8e17843ad3f96bf	3	0	0	0	0	0	0	0
73a925cc2442b9a839fde5dcd17c5ed3$Unassigned	0	0	0	0	3	0	0	0
D_3__Actinomarinales_D_4__uncultured$7488e917a79c0f720796dbb0eeb61cbf	0	0	3	0	0	0	0	0
74a848abcc4db0747a16f34dbf24b4d2$Unassigned	0	0	0	3	0	0	0	0
D_3__Lentisphaerales_D_4__Lentisphaeraceae$75ab4b8ef12c2b8ee4f111e69d8c4d90	0	0	0	0	0	3	0	0
D_3__Thiomicrospirales_D_4__Thioglobaceae$75d2812020a18a78439714626f50685c	0	0	0	0	0	0	0	3
D_3__uncultured_bacterium_D_4__uncultured_bacterium$769f34900f98789aad638c3f39099c0b	0	0	0	0	0	3	0	0
777d9dfc56c54719b8f1b109f3efbb56$Unassigned	0	0	3	0	0	0	0	0
D_3__Deltaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$778056243184fe4168bad9453ead7803	0	0	0	0	0	0	3	0
77ed3f32e36ea510f7a6929366323379$Unassigned	0	0	0	0	0	0	3	0
$780bc2786a61a3c3ee9bb08aec4a4d20	0	0	0	3	0	0	0	0
781c592ab5842fc9b4a45193392eca73$Unassigned	0	0	0	3	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$790bece724476995ab233e701e01ed58	3	0	0	0	0	0	0	0
D_3__Lentisphaerales_D_4__Lentisphaeraceae$791e51dcac2934609a2898b6be2ceaa0	0	0	0	3	0	0	0	0
D_3__Clostridiales_D_4__Gracilibacteraceae$7ae5f767c0eb8af9b54277fafde7eaab	0	0	0	0	0	0	3	0
7c73672a830a0f1f7be1910b0f87f8b8$Unassigned	0	0	0	0	0	0	3	0
D_3__Clostridiales_D_4__Clostridiaceae$7c7a36371bf50812e7b3a033e134d501	0	0	3	0	0	0	0	0
7e08312ed03e2167940fbe1e0131aee4$Unassigned	0	0	0	3	0	0	0	0
7e8bc126fb22a696ed9ef3b8009d5754$Unassigned	0	0	0	0	0	3	0	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$7ff776855a30b8975d0b64a73233f43e	0	0	0	3	0	0	0	0
80234532ae8820b4bbdf296cf44b23a9$Unassigned	0	0	0	0	0	0	0	3
D_3__Campylobacterales_D_4__Sulfurovaceae$8072196d0dd7b39f879ca3812c31ad73	0	0	0	3	0	0	0	0
80ced72b724811b1bdba4374e3811d3e$Unassigned	0	0	0	0	0	0	3	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$81033a3485992f684442998243898109	0	0	0	3	0	0	0	0
D_3__Opitutales$8142fbccd5fe855ce7762c211f9af48b	0	0	0	3	0	0	0	0
D_3__Bacteroidales_D_4__Marinilabiliaceae$81afde2dad4b9c4994811a0a52acccd3	3	0	0	0	0	0	0	0
81cd206ffc65dd272bf7d14c0f429466$Unassigned	0	0	0	0	3	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$822911a450d12c68349d50b9d6fe4a96	0	0	0	0	0	3	0	0
828ad071fef1349512d72e5301ecc35b$Unassigned	0	0	0	3	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$828b2eac3e4bb66191775f49cf6f4572	0	0	0	0	0	0	0	3
D_3__Rhodospirillales_D_4__uncultured$8583a491ade7d2b6bac60e7098bd7d47	0	0	0	0	0	0	0	3
85df39594aba633a0a85868dc3eaca44$Unassigned	0	0	0	0	0	0	0	3
D_3__Desulfobacterales_D_4__Desulfobulbaceae$8645bb02e4aa2ffccb2a3a860e1f1437	0	0	0	0	0	3	0	0
8712bd759b60f65d845933e1d110852a$Unassigned	0	3	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$87731e90d2b4b00782886a444f89c6b6	0	0	0	3	0	0	0	0
87d171095bd3ec153a23a8f161c810f1$Unassigned	0	0	0	0	3	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$893d1f74141c261c2bbae65049ddeb13	0	0	0	3	0	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$89864a3b0e86379d95687db5bdd90ae7	0	0	0	0	0	3	0	0
8c7584f99beebd1f1f2bff474c9797aa$Unassigned	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$8deb5763561eb707af15afe03f2172f8	0	0	0	0	3	0	0	0
8e314906114bc73dcb3f41e35857129b$Unassigned	0	3	0	0	0	0	0	0
D_3__Nitrospinales_D_4__Nitrospinaceae$8e503948ed3676f3d08c78f7b65e06ed	0	0	0	3	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$8e5a2a4773353e09a13308774bc08640	3	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$8e9dd3da1a0f4320e62efbb159876878	0	0	0	0	0	3	0	0
D_3__Bacteroidetes_VC2.1_Bac22$8f4846127572de71976260a6fe1352f8	0	3	0	0	0	0	0	0
D_3__Selenomonadales_D_4__Acidaminococcaceae$90f9701065f9490be5477f0f1da38ae7	0	0	0	3	0	0	0	0
D_3__Rhizobiales_D_4__Rhizobiaceae$915c8468c8ff2594cd92981b8082bfc2	0	0	0	0	0	0	0	3
D_3__uncultured_D_4__uncultured_bacterium$936682f07628cb40c32bc451def2512e	0	0	0	0	0	3	0	0
93cd95c9e8fdefac7f2fbadcda9d529f$Unassigned	0	3	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$93e632912ba1e442259fc1d20432cc0e	0	0	0	0	0	0	0	3
D_3__Clostridiales_D_4__Ruminococcaceae$94853e3b6153a74964211c6742d609e1	0	0	0	0	0	0	3	0
D_3__Chitinophagales_D_4__Saprospiraceae$95ae7f6bbbe2ad60e3acc1e89518d232	0	0	0	3	0	0	0	0
D_3__Sneathiellales_D_4__Sneathiellaceae$95be83f3125ed807720338ccda11d042	0	3	0	0	0	0	0	0
D_3__Actinomarinales_D_4__Actinomarinaceae$9614248ff215fc85d3053dc4c7a10bae	0	0	0	0	0	0	0	3
972ac8b803bbbd98af58869339556437$Unassigned	0	0	0	0	0	0	3	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$977dce396f627f9f40ca1b00fc37bfbc	0	0	0	0	0	3	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$97ef89d6ca29c17411976c331f4f4d05	0	0	0	0	3	0	0	0
97f0e629a5fb5d20d2b6d89ff578583c$Unassigned	0	0	3	0	0	0	0	0
984a60ab2f784a3a46744ef3dca4ed7e$Unassigned	0	0	0	0	0	3	0	0
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$98d5c0baf6c1c6a14766f450feefe141	0	0	0	0	0	3	0	0
98d5d1c153a4af803f006e6016905d56$Unassigned	0	0	3	0	0	0	0	0
99af291b3710a2c94d43b39925c170db$Unassigned	0	0	0	0	0	0	3	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$9a40931580c8fe1a9deda9dd90c05196	0	0	0	3	0	0	0	0
9c849a23727ae2e37647ab8c7a420b85$Unassigned	0	0	0	0	0	3	0	0
$9f7b0c3c75bc410601faf986404d0dec	3	0	0	0	0	0	0	0
9ff97114bb2208d1b89669992d9a5ca7$Unassigned	0	0	0	3	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$a08d5b19f9da83ba7f0244353cc6a64e	0	0	3	0	0	0	0	0
D_3__Alteromonadales_D_4__Colwelliaceae$a0cbebf11a658b2e7f6df4c6a2ad0e99	0	3	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$a1b7497102d50d9ab34963ffa2e66793	0	0	0	0	0	0	3	0
D_3__Chitinophagales_D_4__Saprospiraceae$a44c5bc4736f6d377eed9499dd39495e	3	0	0	0	0	0	0	0
a4e09d095d5b0ecf48e3dbb107c4da15$Unassigned	0	0	0	3	0	0	0	0
a5991d2272dd6bb10cf26fea767c1963$Unassigned	0	0	0	0	0	0	3	0
a749efb732886835866110dc67f855a1$Unassigned	0	3	0	0	0	0	0	0
a9069ec11e91aa49189fb536ff760455$Unassigned	0	3	0	0	0	0	0	0
D_3__Myxococcales_D_4__P3OB-42$ab8b2a9c0743aebbd0f842a6fad22af7	0	0	0	0	0	0	0	3
D_3__Thiotrichales_D_4__Thiotrichaceae$ac66d48eeca96239613cee66b6321175	0	0	0	0	3	0	0	0
D_3__Oceanospirillales_D_4__Halomonadaceae$af07ed547d19571bc9df99afe8f52110	0	0	0	0	0	0	3	0
D_3__Rickettsiales_D_4__S25-593$b2161710ca7504f0901d2cfd2235872f	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b29767c91fd58c86df8a241f4a00af2e	0	0	0	0	0	0	0	3
D_3__Flavobacteriales_D_4__Crocinitomicaceae$b339acddd1cd26d525bcda98f4027d34	0	0	0	0	0	0	3	0
b37dc5212f47dc26082aa9d9a82e9f3f$Unassigned	0	0	3	0	0	0	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$b55822624ab51fe057b5598a6f430390	0	0	0	0	0	3	0	0
D_3__Rickettsiales_D_4__AB1$b5b4644e5aabd45f99fb7ba1a9cb8009	3	0	0	0	0	0	0	0
b5c0dc76beac851100a75508390ce22c$Unassigned	0	3	0	0	0	0	0	0
b5cebffa6cb020d9d5f6efebc9261ac3$Unassigned	0	0	0	3	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$b6b3728ebb4270a49bf2d11626789326	0	0	0	0	0	0	3	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b763342881b7310a17c2b3c3f3d9cdae	0	0	0	3	0	0	0	0
b7784a65311fecc9fb105dc293802799$Unassigned	0	0	0	0	0	0	0	3
D_3__Campylobacterales_D_4__Thiovulaceae$b781a2c0d723a99cc63fb669647e5fbc	0	0	3	0	0	0	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$b7a0e4ac8a26bd9a2d72c83633823162	0	0	0	0	3	0	0	0
D_3__Chitinophagales_D_4__uncultured$b7d3f657dc2df27afee054cb25ed94da	0	0	0	0	0	0	3	0
D_3__Chromatiales_D_4__Sedimenticolaceae$b8bee5f93d3f4da9a352dd1cc8910ded	0	3	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$b8f643be5ddabededdf65be9d0f4ecd7	3	0	0	0	0	0	0	0
D_3__Actinomarinales_D_4__uncultured$b97fce06d4448a7b72c88350a2db6b99	0	0	0	0	0	0	3	0
D_3__Actinomarinales_D_4__uncultured$ba3aaaebd09f6e17c2b0d7939ed95881	0	0	0	3	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$bada51f062bc081242869df7a12f72ed	0	0	3	0	0	0	0	0
bba1a35ae8f2154acd8248d5c7515429$Unassigned	0	0	0	0	0	3	0	0
bbeeb5d79a137c0f5d4a8c7979db4aea$Unassigned	0	3	0	0	0	0	0	0
bc10f9fd5bcea9e6f8dbceeddf6f8789$Unassigned	3	0	0	0	0	0	0	0
bcb4ee000c3cbc91167cb9a293503223$Unassigned	0	0	0	3	0	0	0	0
bd22eccbfcba4b4a49e99dd0c4e959ec$Unassigned	0	0	0	0	0	0	0	3
bddf33c53c6a88a9056845508444ed0c$Unassigned	0	0	3	0	0	0	0	0
bed6dbdc5c6f56e391862e470cc6074f$Unassigned	3	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Endozoicomonadaceae$bf3c664e13bef318a5a0b5e20e8a8030	0	0	3	0	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$bfd1b01ced747b3acd88b3386b6347c9	0	0	3	0	0	0	0	0
c11354b7d18301887c2de97014bc4c20$Unassigned	0	0	0	0	0	3	0	0
c14afe1fcf18c39661274c723fa28c9d$Unassigned	0	0	0	0	0	0	3	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$c28441c308609c40dcec02c1e3cc738b	0	0	0	0	0	3	0	0
D_3__Rhodospirillales_D_4__Terasakiellaceae$c2c9f50d346f4351e6f7de576aceacaf	0	0	0	0	0	0	3	0
c3906e3d0ac8852400227fef94fe815c$Unassigned	0	0	0	0	0	0	3	0
$c4f4a72b32934c3b912fcbe8e48a40d7	0	0	0	3	0	0	0	0
c533ed49bc5a594421584640bfdd0349$Unassigned	0	0	3	0	0	0	0	0
D_3__Chitinophagales_D_4__uncultured$c631a488c3599008d369fa0ef974abfa	0	0	0	0	0	3	0	0
$c6b4711592650eeef3806efb966dd021	0	0	0	0	3	0	0	0
c891a6fc1c3d11c087d92fe15b152524$Unassigned	0	0	0	0	0	3	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$c9bd8f6d3f228b6cff003799d2f35b1e	0	0	0	0	0	0	3	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$cbcd1d8ba84eecd99808e1fa1c2d6eec	0	0	3	0	0	0	0	0
D_3__Desulfovibrionales_D_4__Desulfovibrionaceae$cbf1691920d552756431ec5eb1c1e219	0	0	0	3	0	0	0	0
cc8e65b451a1ba124a92f0750ed1889e$Unassigned	0	0	0	3	0	0	0	0
cc9154f8e4bbf74dff72335798f50730$Unassigned	0	0	0	0	0	3	0	0
D_3__Candidatus_Beckwithbacteria_D_4__uncultured_bacterium$ce0238f7d91ef5eca5e43b34cdf3ff48	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$cfa9a38a53dd053c46ee262479d173c9	0	3	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Colwelliaceae$d0dbeb00e5e78dafa3ac6e930da3897c	0	0	0	0	3	0	0	0
d104dc1a5bc8dfa3608733dd9499a465$Unassigned	0	0	0	0	3	0	0	0
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$d1ddd369a503cf9ff2a356b5d67184f8	0	0	0	0	0	3	0	0
D_3__Corynebacteriales_D_4__Nocardiaceae$d25a4dd22fb7dea8a739347ccb19fa76	0	0	3	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$d349e77497e7daab19bd3b6c780377ad	0	0	0	0	0	3	0	0
$d383e7a033d1d6c28b9263e0519535a5	0	0	0	0	0	0	0	3
